,Helipad_number,FAA_index,latitude,longitude,zoom,groundtruth,category,minX,minY,maxX,maxY,url
2809,2748,8688,47.74715,-93.64670833,20,TRUE,1,228,224,414,412,"http://maps.googleapis.com/maps/api/staticmap?center=47.74715,-93.64670833333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2810,2749,8692,43.63333333,-94.1,20,TRUE,1,241,275,408,438,"http://maps.googleapis.com/maps/api/staticmap?center=43.63333333333333,-94.1&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2811,2750,8703,44.74731944,-93.27278056,20,TRUE,4,231,227,396,403,"http://maps.googleapis.com/maps/api/staticmap?center=44.747319444444436,-93.27278055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2812,2751,8705,45.56545,-93.23136111,20,TRUE,1,234,245,427,422,"http://maps.googleapis.com/maps/api/staticmap?center=45.56545,-93.23136111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2813,2752,8710,44.70740278,-96.27898889,20,TRUE,4,113,146,321,351,"http://maps.googleapis.com/maps/api/staticmap?center=44.70740277777778,-96.27898888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2814,2753,8711,44.48571667,-92.90222222,20,TRUE,6,231,230,411,405,"http://maps.googleapis.com/maps/api/staticmap?center=44.48571666666667,-92.9022222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2815,2754,8726,47.85265,-92.67901667,20,TRUE,5,247,249,394,393,"http://maps.googleapis.com/maps/api/staticmap?center=47.85265,-92.67901666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2816,2755,8732,46.48201667,-93.943025,20,TRUE,2,217,220,406,411,"http://maps.googleapis.com/maps/api/staticmap?center=46.48201666666667,-93.943025&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2818,2757,8745,46.79743917,-92.0860225,20,TRUE,2,279,116,472,305,"http://maps.googleapis.com/maps/api/staticmap?center=46.79743916666666,-92.0860225&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2819,2758,8746,46.79385,-92.09775278,20,TRUE,2,189,154,439,403,"http://maps.googleapis.com/maps/api/staticmap?center=46.79385,-92.09775277777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2820,2759,8753,44.88618333,-93.32628889,20,TRUE,1,191,187,435,426,"http://maps.googleapis.com/maps/api/staticmap?center=44.88618333333334,-93.32628888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2821,2760,8758,47.899115,-91.87297417,20,TRUE,1,170,31,359,217,"http://maps.googleapis.com/maps/api/staticmap?center=47.899115,-91.87297416666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2822,2761,8774,44.28950278,-93.25789444,20,TRUE,2,284,417,424,556,"http://maps.googleapis.com/maps/api/staticmap?center=44.28950277777778,-93.25789444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2823,2762,8784,47.57168333,-95.73795556,20,TRUE,2,229,241,406,407,"http://maps.googleapis.com/maps/api/staticmap?center=47.57168333333334,-95.73795555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2826,2765,8830,47.41005278,-92.92844722,20,TRUE,6,206,224,421,439,"http://maps.googleapis.com/maps/api/staticmap?center=47.41005277777778,-92.92844722222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2827,2766,8842,48.59549444,-93.43181639,20,TRUE,2,177,464,334,622,"http://maps.googleapis.com/maps/api/staticmap?center=48.595494444444455,-93.43181638888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2828,2767,8843,48.60261389,-93.38966944,20,TRUE,8,168,171,441,453,"http://maps.googleapis.com/maps/api/staticmap?center=48.6026138888889,-93.38966944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2829,2768,8850,43.62481944,-95.00395,20,TRUE,6,189,220,393,409,"http://maps.googleapis.com/maps/api/staticmap?center=43.624819444444455,-95.00395&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2830,2769,8862,44.46011111,-92.28814722,20,TRUE,1,224,228,419,409,"http://maps.googleapis.com/maps/api/staticmap?center=44.460111111111104,-92.28814722222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2831,2770,8867,44.45327019,-93.91565844,20,TRUE,6,268,197,470,390,"http://maps.googleapis.com/maps/api/staticmap?center=44.45327019444446,-93.91565844444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2832,2771,8877,45.11977778,-94.52983333,20,TRUE,1,225,204,387,371,"http://maps.googleapis.com/maps/api/staticmap?center=45.11977777777778,-94.52983333333331&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2833,2772,8881,45.97313611,-94.84921722,20,TRUE,1,247,234,420,401,"http://maps.googleapis.com/maps/api/staticmap?center=45.97313611111111,-94.84921722222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2834,2773,8887,43.67285833,-96.20990278,20,TRUE,1,209,260,376,426,"http://maps.googleapis.com/maps/api/staticmap?center=43.67285833333333,-96.20990277777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2835,2774,8890,44.04361111,-94.41805556,20,TRUE,1,217,187,426,391,"http://maps.googleapis.com/maps/api/staticmap?center=44.043611111111105,-94.41805555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2836,2775,8893,47.31155833,-95.974175,20,TRUE,6,219,231,391,395,"http://maps.googleapis.com/maps/api/staticmap?center=47.31155833333333,-95.974175&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2837,2776,8896,44.164,-93.98316667,20,TRUE,1,158,263,404,501,"http://maps.googleapis.com/maps/api/staticmap?center=44.163999999999994,-93.98316666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2838,2777,8898,45.13405556,-93.48163889,20,TRUE,1,234,229,392,394,"http://maps.googleapis.com/maps/api/staticmap?center=45.13405555555556,-93.48163888888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2839,2778,8902,44.44705278,-95.77749722,20,TRUE,1,220,218,437,407,"http://maps.googleapis.com/maps/api/staticmap?center=44.44705277777778,-95.77749722222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2840,2779,8908,45.67576719,-94.82624686,20,TRUE,1,222,233,411,416,"http://maps.googleapis.com/maps/api/staticmap?center=45.67576719444444,-94.82624686111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2841,2780,8911,44.95452222,-93.26041389,20,TRUE,1,272,237,454,412,"http://maps.googleapis.com/maps/api/staticmap?center=44.954522222222224,-93.26041388888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2842,2781,8914,44.95679444,-93.26200278,20,TRUE,1,262,222,454,411,"http://maps.googleapis.com/maps/api/staticmap?center=44.956794444444455,-93.26200277777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2843,2782,8916,44.96704861,-93.23744611,20,TRUE,1,453,78,632,259,"http://maps.googleapis.com/maps/api/staticmap?center=44.96704861111111,-93.23744611111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2844,2783,8918,44.97205556,-93.26260556,20,TRUE,1,160,182,443,441,"http://maps.googleapis.com/maps/api/staticmap?center=44.97205555555556,-93.26260555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2845,2784,8920,44.97120556,-93.23091111,20,TRUE,2,210,198,405,375,"http://maps.googleapis.com/maps/api/staticmap?center=44.971205555555564,-93.23091111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2846,2785,8922,44.955125,-95.711475,20,TRUE,6,225,228,392,396,"http://maps.googleapis.com/maps/api/staticmap?center=44.955125,-95.711475&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2848,2787,8928,46.44062222,-92.77571667,20,TRUE,5,200,205,424,416,"http://maps.googleapis.com/maps/api/staticmap?center=46.440622222222224,-92.77571666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2849,2788,8930,45.87440306,-93.28994583,20,TRUE,1,146,193,322,362,"http://maps.googleapis.com/maps/api/staticmap?center=45.87440305555555,-93.28994583333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2850,2789,8939,44.54618333,-93.57485278,20,TRUE,6,223,224,399,400,"http://maps.googleapis.com/maps/api/staticmap?center=44.54618333333333,-93.57485277777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2851,2790,8941,44.31314722,-94.47595833,20,TRUE,1,332,190,531,361,"http://maps.googleapis.com/maps/api/staticmap?center=44.31314722222222,-94.47595833333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2852,2791,8949,44.47432222,-93.19201944,20,TRUE,1,322,414,465,555,"http://maps.googleapis.com/maps/api/staticmap?center=44.47432222222222,-93.19201944444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2853,2792,8953,44.77365833,-94.97194722,20,TRUE,unknown,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=44.77365833333333,-94.97194722222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2854,2793,8954,46.07288333,-93.66130556,20,TRUE,1,262,264,452,461,"http://maps.googleapis.com/maps/api/staticmap?center=46.07288333333334,-93.66130555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2855,2794,8960,45.31547222,-96.44694444,20,TRUE,1,188,180,360,355,"http://maps.googleapis.com/maps/api/staticmap?center=45.315472222222226,-96.44694444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2856,2795,8963,44.11143611,-93.252,20,TRUE,1,201,209,407,405,"http://maps.googleapis.com/maps/api/staticmap?center=44.111436111111104,-93.25200000000001&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2857,2796,8968,45.3739,-94.7166,20,TRUE,6,429,189,594,339,"http://maps.googleapis.com/maps/api/staticmap?center=45.3739,-94.7166&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2861,2800,8985,45.04283333,-93.43272222,20,TRUE,5,289,314,382,409,"http://maps.googleapis.com/maps/api/staticmap?center=45.04283333333333,-93.43272222222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2862,2801,8999,44.55935278,-92.57275278,20,TRUE,2,220,233,405,415,"http://maps.googleapis.com/maps/api/staticmap?center=44.559352777777775,-92.57275277777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2863,2802,9003,45.01452778,-93.32033611,20,TRUE,9,267,321,489,543,"http://maps.googleapis.com/maps/api/staticmap?center=45.01452777777778,-93.32033611111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2865,2804,9005,44.01975694,-92.48306,20,TRUE,6,232,166,396,327,"http://maps.googleapis.com/maps/api/staticmap?center=44.01975694444446,-92.48306&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2866,2805,9011,48.83861111,-95.76138889,20,TRUE,6,271,66,536,343,"http://maps.googleapis.com/maps/api/staticmap?center=48.838611111111106,-95.76138888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2867,2806,9026,44.29938889,-94.72950833,20,TRUE,2,230,236,432,422,"http://maps.googleapis.com/maps/api/staticmap?center=44.29938888888889,-94.72950833333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2868,2807,9031,44.24704444,-94.971875,20,TRUE,2,180,214,419,425,"http://maps.googleapis.com/maps/api/staticmap?center=44.247044444444455,-94.971875&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2869,2808,9034,45.57422778,-94.16932778,20,TRUE,2,273,198,446,371,"http://maps.googleapis.com/maps/api/staticmap?center=45.57422777777778,-94.16932777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2870,2809,9037,43.96943889,-94.62299444,20,TRUE,1,227,341,423,515,"http://maps.googleapis.com/maps/api/staticmap?center=43.969438888888895,-94.62299444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2871,2810,9039,44.94258333,-93.10784444,20,TRUE,1,221,212,419,403,"http://maps.googleapis.com/maps/api/staticmap?center=44.94258333333333,-93.10784444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2873,2812,9065,47.03930556,-91.66783333,20,TRUE,5,232,209,361,332,"http://maps.googleapis.com/maps/api/staticmap?center=47.03930555555554,-91.66783333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2874,2813,9068,47.53138889,-92.54805556,20,TRUE,1,253,192,439,382,"http://maps.googleapis.com/maps/api/staticmap?center=47.53138888888889,-92.54805555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2875,2814,9069,44.38831389,-92.0486,20,TRUE,1,251,207,451,424,"http://maps.googleapis.com/maps/api/staticmap?center=44.388313888888895,-92.0486&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2876,2815,9072,46.44662806,-95.13308278,20,TRUE,1,69,49,290,284,"http://maps.googleapis.com/maps/api/staticmap?center=46.44662805555554,-95.13308277777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2877,2816,9075,48.19210278,-96.77273611,20,TRUE,1,188,282,395,517,"http://maps.googleapis.com/maps/api/staticmap?center=48.19210277777778,-96.77273611111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2878,2817,9092,44.04613333,-95.44004167,20,TRUE,1,231,252,410,409,"http://maps.googleapis.com/maps/api/staticmap?center=44.04613333333333,-95.44004166666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2879,2818,9096,45.11982222,-95.04589167,20,TRUE,1,221,223,434,413,"http://maps.googleapis.com/maps/api/staticmap?center=45.119822222222226,-95.04589166666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2880,2819,9098,43.87835778,-95.11321889,20,TRUE,6,230,238,401,391,"http://maps.googleapis.com/maps/api/staticmap?center=43.87835777777778,-95.11321888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2881,2820,9100,44.033875,-91.62328889,20,TRUE,1,217,278,408,464,"http://maps.googleapis.com/maps/api/staticmap?center=44.033875,-91.62328888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2883,2822,9127,38.81664722,-94.50358056,20,TRUE,1,234,242,408,407,"http://maps.googleapis.com/maps/api/staticmap?center=38.816647222222215,-94.50358055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2884,2823,9134,38.78667778,-90.23527222,20,TRUE,3,226,235,407,398,"http://maps.googleapis.com/maps/api/staticmap?center=38.78667777777777,-90.2352722222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2886,2825,9136,39.02690833,-94.26446111,20,TRUE,1,244,250,389,380,"http://maps.googleapis.com/maps/api/staticmap?center=39.02690833333333,-94.26446111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2887,2826,9140,37.62611944,-93.42073333,20,TRUE,1,239,245,399,391,"http://maps.googleapis.com/maps/api/staticmap?center=37.62611944444445,-93.42073333333336&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2888,2827,9142,37.911975,-90.53213056,20,TRUE,1,224,241,414,409,"http://maps.googleapis.com/maps/api/staticmap?center=37.911975,-90.53213055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2889,2828,9147,36.650425,-93.22262778,20,TRUE,5,233,240,411,405,"http://maps.googleapis.com/maps/api/staticmap?center=36.650425,-93.22262777777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2891,2830,9150,36.7043355,-93.36980333,20,TRUE,2,239,232,396,387,"http://maps.googleapis.com/maps/api/staticmap?center=36.704335500000006,-93.36980333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2892,2831,9151,38.75216944,-90.4324,20,TRUE,2,232,234,420,408,"http://maps.googleapis.com/maps/api/staticmap?center=38.752169444444455,-90.4324&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2893,2832,9152,39.77425833,-93.06843056,20,TRUE,1,235,240,403,385,"http://maps.googleapis.com/maps/api/staticmap?center=39.774258333333336,-93.06843055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2894,2833,9159,38.24833333,-94.34222222,20,TRUE,1,190,385,383,586,"http://maps.googleapis.com/maps/api/staticmap?center=38.248333333333335,-94.34222222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2896,2835,9163,38.62735,-92.54053889,20,TRUE,3,253,261,387,384,"http://maps.googleapis.com/maps/api/staticmap?center=38.62735,-92.54053888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2897,2836,9168,39.73045556,-94.21894167,20,TRUE,1,242,247,400,388,"http://maps.googleapis.com/maps/api/staticmap?center=39.730455555555565,-94.21894166666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2898,2837,9172,37.31083056,-89.53884722,20,TRUE,1,237,234,385,378,"http://maps.googleapis.com/maps/api/staticmap?center=37.31083055555556,-89.53884722222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2899,2838,9173,37.30349,-89.5698,20,TRUE,2,220,231,373,384,"http://maps.googleapis.com/maps/api/staticmap?center=37.303490000000004,-89.5698&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2900,2839,9186,36.67523611,-93.8722,20,TRUE,1,238,250,395,393,"http://maps.googleapis.com/maps/api/staticmap?center=36.67523611111111,-93.8722&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2902,2841,9192,38.65028611,-90.50320833,20,TRUE,6,221,229,415,406,"http://maps.googleapis.com/maps/api/staticmap?center=38.650286111111114,-90.50320833333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2904,2843,9200,38.94893611,-92.31529722,20,TRUE,1,206,240,360,389,"http://maps.googleapis.com/maps/api/staticmap?center=38.94893611111111,-92.3152972222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2905,2844,9202,38.9574,-92.28931389,20,TRUE,1,222,220,413,411,"http://maps.googleapis.com/maps/api/staticmap?center=38.9574,-92.28931388888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2907,2846,9206,38.93791111,-92.32796667,20,TRUE,2,255,400,375,510,"http://maps.googleapis.com/maps/api/staticmap?center=38.93791111111111,-92.32796666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2908,2846,9206,38.93791111,-92.32796667,20,TRUE,2,248,266,374,380,"http://maps.googleapis.com/maps/api/staticmap?center=38.93791111111111,-92.32796666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2910,2848,9214,36.80736944,-89.96740278,20,TRUE,4,243,236,391,381,"http://maps.googleapis.com/maps/api/staticmap?center=36.80736944444444,-89.96740277777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
